"file","status","reason","role","risk","lines","uses","used_by"
"docs/design-system.md","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","50","0","0"
"docs/seo-entity-canon-stage1.md","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","88","0","0"
"docs/seo-google-2026-megdb-checklist.md","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","330","0","0"
"docs/superpowers/plans/2026-04-22-seo-foundation-metadata.md","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","190","0","0"
"eslint.config.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","57","3","2"
"grep-output.txt","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","71","0","0"
"knip.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","52","0","0"
"lh-home-after.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","9831","0","0"
"lh-home-before.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","10154","0","0"
"lh-movies-after-run2.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","15827","0","0"
"lh-movies-after-run3.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","16650","0","0"
"lh-movies-after.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","15880","0","0"
"lh-movies-before-run2.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","15728","0","0"
"lh-movies-before.json","MOVE","Diagnostic artifact in repo root; move under reports/.","supporting-artifact","LOW","15877","0","0"
"package.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","84","0","0"
"packages/db/drizzle.config.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","9","1","0"
"packages/db/drizzle/0000_tense_agent_brand.sql","KEEP","Protected entrypoint/config/docs/pipeline file.","db-migration","MEDIUM","160","0","0"
"packages/db/drizzle/0001_outstanding_havok.sql","KEEP","Protected entrypoint/config/docs/pipeline file.","db-migration","MEDIUM","2","0","0"
"packages/db/drizzle/0002_rapid_movie_comments.sql","KEEP","Protected entrypoint/config/docs/pipeline file.","db-migration","MEDIUM","15","0","0"
"packages/db/drizzle/0003_late_media_type_comments.sql","KEEP","Protected entrypoint/config/docs/pipeline file.","db-migration","MEDIUM","2","0","0"
"packages/db/drizzle/meta/0000_snapshot.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","1134","0","0"
"packages/db/drizzle/meta/0001_snapshot.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","1146","0","0"
"packages/db/drizzle/meta/_journal.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","20","0","0"
"packages/db/package.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","24","0","0"
"packages/db/src/index.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","8","3","2"
"packages/db/src/schema/index.ts","KEEP","Protected entrypoint/config/docs/pipeline file.","db-schema","HIGH","229","1","2"
"packages/db/tsconfig.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","11","0","0"
"packages/types/package.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","11","0","0"
"packages/types/src/index.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","1","0","2"
"packages/ui/README.md","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","6","0","0"
"packages/ui/package.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","21","0","0"
"packages/ui/src/components/Badge/Badge.animations.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","6","0","1"
"packages/ui/src/components/Badge/Badge.module.css","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","41","0","1"
"packages/ui/src/components/Badge/Badge.tsx","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","20","3","3"
"packages/ui/src/components/Button/Button.animations.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","13","0","1"
"packages/ui/src/components/Button/Button.module.css","TRIM","Medium-large file; likely contains trim-able legacy/dead slices.","supporting-artifact","LOW","212","0","2"
"packages/ui/src/components/Button/Button.tsx","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","86","6","12"
"packages/ui/src/components/Input/Input.animations.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","4","0","1"
"packages/ui/src/components/Input/Input.module.css","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","67","0","1"
"packages/ui/src/components/Input/Input.tsx","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","82","4","3"
"packages/ui/src/components/Skeleton/Skeleton.module.css","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","51","0","1"
"packages/ui/src/components/Skeleton/Skeleton.tsx","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","13","1","2"
"packages/ui/src/tokens/globals.css","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","109","0","3"
"packages/ui/src/tokens/tokens.css","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","89","0","2"
"packages/ui/src/types/css.d.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","4","0","0"
"packages/ui/tsconfig.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","11","0","0"
"pnpm-lock.yaml","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","6741","0","0"
"pnpm-workspace.yaml","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","3","0","0"
"reports/dead-code.txt","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","0","0","0"
"reports/lh-movie-ultra-pass2.json","DELETE_CANDIDATE","Diagnostic artifact, no runtime role.","supporting-artifact","LOW","2080","0","0"
"reports/lh-movie-ultra.json","DELETE_CANDIDATE","Diagnostic artifact, no runtime role.","supporting-artifact","LOW","2076","0","0"
"reports/ts-errors.txt","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","1","0","0"
"scripts/_migrate-auth-form-colors.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","158","1","0"
"scripts/check_css_out.txt","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","21","0","0"
"scripts/check_css_usage.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","26","0","0"
"scripts/count_files.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","8","0","0"
"scripts/css_audit.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","4","0","0"
"scripts/debug_css.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","9","0","0"
"scripts/dir_sizes.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","9","0","0"
"scripts/dir_sizes_pretty.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","10","0","0"
"scripts/find_color_tokens.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","2","0","0"
"scripts/find_logs.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","6","0","0"
"scripts/find_todos.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","7","0","0"
"scripts/find_tokens.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","1","0","0"
"scripts/generate-manifest.js","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","65","0","0"
"scripts/generate-token-classmaps.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","34","4","0"
"scripts/lighthouse-lcp.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","165","4","0"
"scripts/list_lh.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","1","0","0"
"scripts/list_logs.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","5","0","0"
"scripts/list_tracked_artifacts.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","2","0","0"
"scripts/select_test.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","4","0","0"
"scripts/sum_lh.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","1","0","0"
"scripts/sync-figma-tokens.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","80","3","0"
"scripts/top_large.ps1","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","5","0","0"
"scripts/verify-tailwind-tokens.mjs","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","200","3","0"
"style-dictionary.config.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","25","0","0"
"theme/generated/tailwind.tokens.json","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","52","0","0"
"theme/generated/tokens.css","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","45","0","2"
"theme/tokens/classes.generated.json","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","66","0","1"
"theme/tokens/classes.ts","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","47","2","2"
"theme/tokens/colors.json","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","33","0","3"
"theme/tokens/colors.ts","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","40","2","3"
"theme/tokens/dtcg.ts","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","53","0","2"
"theme/tokens/size.json","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","141","0","7"
"theme/tokens/size.ts","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","56","2","7"
"tokens/README.md","KEEP","Protected entrypoint/config/docs/pipeline file.","tokens-or-generated-style","LOW","17","0","0"
"tokens/style-dictionary.tokens.json","KEEP","Single-purpose file or protected wiring.","tokens-or-generated-style","LOW","52","0","0"
"tsconfig.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","21","0","0"
"tsconfig.root-check.ts","KEEP","Single-purpose file or protected wiring.","supporting-artifact","LOW","1","0","0"
"turbo.json","KEEP","Protected entrypoint/config/docs/pipeline file.","supporting-artifact","LOW","22","0","0"
